Pressure 1;Pressure 2;Freq;Date;Time
1.93;1.94;0.00;04.06.2025;14:08:17
1.83;1.83;0.00;04.06.2025;14:08:18
1.76;1.76;0.00;04.06.2025;14:08:19
1.66;1.68;0.00;04.06.2025;14:08:20
1.57;1.54;0.00;04.06.2025;14:08:21
1.49;1.54;0.00;04.06.2025;14:08:22
1.43;1.47;0.00;04.06.2025;14:08:23
1.32;1.33;0.00;04.06.2025;14:08:24
1.26;1.24;0.00;04.06.2025;14:08:25
1.17;1.16;0.00;04.06.2025;14:08:26
1.08;1.14;0.00;04.06.2025;14:08:27
1.00;1.02;0.00;04.06.2025;14:08:28
1.01;0.94;5162.85;04.06.2025;14:08:28
1.03;1.02;5252.20;04.06.2025;14:08:29
1.05;1.06;5343.70;04.06.2025;14:08:30
1.07;1.10;5138.04;04.06.2025;14:08:31
1.10;1.08;5217.91;04.06.2025;14:08:32
1.14;1.11;5219.39;04.06.2025;14:08:33
1.14;1.07;5123.60;04.06.2025;14:08:34
1.18;1.11;5092.43;04.06.2025;14:08:35
1.19;1.21;5261.10;04.06.2025;14:08:36
1.23;1.22;5434.55;04.06.2025;14:08:37
1.24;1.23;5105.76;04.06.2025;14:08:38
1.28;1.30;5237.26;04.06.2025;14:08:39
1.30;1.30;5455.00;04.06.2025;14:08:40
1.31;1.34;5285.02;04.06.2025;14:08:41
1.34;1.37;5341.89;04.06.2025;14:08:42
1.37;1.39;5308.32;04.06.2025;14:08:43
1.40;1.44;5169.41;04.06.2025;14:08:44
1.41;1.40;5172.51;04.06.2025;14:08:45
1.44;1.43;5204.74;04.06.2025;14:08:46
1.47;1.45;5211.67;04.06.2025;14:08:47
1.51;1.53;5181.10;04.06.2025;14:08:48
1.53;1.52;5075.03;04.06.2025;14:08:49
1.54;1.54;5276.76;04.06.2025;14:08:50
1.58;1.61;5330.62;04.06.2025;14:08:51
1.59;1.61;5291.34;04.06.2025;14:08:52
1.64;1.63;5127.69;04.06.2025;14:08:53
1.64;1.65;5327.29;04.06.2025;14:08:54
1.68;1.70;5128.29;04.06.2025;14:08:55
1.68;1.64;5326.92;04.06.2025;14:08:56
1.72;1.77;5203.72;04.06.2025;14:08:57
1.76;1.79;5136.25;04.06.2025;14:08:58
1.78;1.81;5231.65;04.06.2025;14:08:59
1.79;1.79;5258.48;04.06.2025;14:09:00
1.82;1.86;5167.39;04.06.2025;14:09:01
1.86;1.84;5155.78;04.06.2025;14:09:02
1.87;1.86;5256.30;04.06.2025;14:09:03
1.91;1.90;5101.23;04.06.2025;14:09:04
1.93;1.92;5167.62;04.06.2025;14:09:05
1.93;1.96;5271.04;04.06.2025;14:09:06
1.98;1.94;5114.19;04.06.2025;14:09:07
1.99;2.02;5255.81;04.06.2025;14:09:08
2.04;2.01;5157.88;04.06.2025;14:09:09
2.07;2.08;5212.04;04.06.2025;14:09:10
2.08;2.04;5444.05;04.06.2025;14:09:11
2.11;2.10;5307.90;04.06.2025;14:09:12
2.13;2.15;5180.19;04.06.2025;14:09:13
2.17;2.10;5101.00;04.06.2025;14:09:14
2.16;2.15;5239.28;04.06.2025;14:09:15
2.18;2.20;5119.74;04.06.2025;14:09:16
2.23;2.22;5277.35;04.06.2025;14:09:17
2.24;2.26;5138.57;04.06.2025;14:09:18
2.28;2.25;5232.14;04.06.2025;14:09:19
2.30;2.32;5162.29;04.06.2025;14:09:20
2.34;2.32;5082.13;04.06.2025;14:09:21
2.36;2.30;5097.88;04.06.2025;14:09:22
2.38;2.38;5231.20;04.06.2025;14:09:23
2.39;2.41;5164.09;04.06.2025;14:09:24
2.43;2.46;5219.81;04.06.2025;14:09:25
2.47;2.49;5363.73;04.06.2025;14:09:26
2.45;2.46;5054.98;04.06.2025;14:09:27
2.49;2.51;5191.89;04.06.2025;14:09:28
2.51;2.48;5164.81;04.06.2025;14:09:29
2.58;2.55;5126.24;04.06.2025;14:09:30
2.55;2.59;5482.95;04.06.2025;14:09:31
2.59;2.61;5284.11;04.06.2025;14:09:32
2.62;2.66;5459.56;04.06.2025;14:09:33
2.63;2.63;5213.91;04.06.2025;14:09:34
2.68;2.67;5158.82;04.06.2025;14:09:35
2.72;2.70;5208.96;04.06.2025;14:09:36
2.70;2.75;5208.32;04.06.2025;14:09:37
2.73;2.77;5050.99;04.06.2025;14:09:38
2.78;2.77;5203.50;04.06.2025;14:09:39
2.83;2.84;5149.54;04.06.2025;14:09:40
2.83;2.82;5259.33;04.06.2025;14:09:41
2.85;2.88;5196.62;04.06.2025;14:09:42
2.90;2.84;5519.44;04.06.2025;14:09:43
2.88;2.88;5129.29;04.06.2025;14:09:44
2.91;2.93;5162.62;04.06.2025;14:09:45
2.95;2.93;5177.18;04.06.2025;14:09:46
2.98;2.98;5170.69;04.06.2025;14:09:47
3.02;3.04;5128.14;04.06.2025;14:09:48
3.05;2.99;5207.91;04.06.2025;14:09:49
3.04;3.06;5341.49;04.06.2025;14:09:50
3.05;3.08;5142.23;04.06.2025;14:09:51
3.12;3.11;5186.67;04.06.2025;14:09:52
3.10;3.13;5092.90;04.06.2025;14:09:53
3.12;3.16;5305.66;04.06.2025;14:09:54
3.15;3.21;5089.81;04.06.2025;14:09:55
3.22;3.22;5216.58;04.06.2025;14:09:56
3.24;3.26;5331.03;04.06.2025;14:09:57
3.27;3.21;5340.84;04.06.2025;14:09:58
3.25;3.30;5243.86;04.06.2025;14:09:59
3.31;3.32;5246.61;04.06.2025;14:10:00
3.34;3.33;5277.96;04.06.2025;14:10:01
3.36;3.35;5129.50;04.06.2025;14:10:02
3.36;3.41;5187.13;04.06.2025;14:10:03
3.38;3.42;5251.81;04.06.2025;14:10:04
3.44;3.48;5196.35;04.06.2025;14:10:05
3.44;3.46;5435.22;04.06.2025;14:10:06
3.46;3.45;5349.81;04.06.2025;14:10:07
3.51;3.49;5452.00;04.06.2025;14:10:08
3.56;3.51;5225.84;04.06.2025;14:10:09
3.52;3.53;5387.32;04.06.2025;14:10:10
3.59;3.54;5395.20;04.06.2025;14:10:11
3.58;3.54;5267.57;04.06.2025;14:10:12
3.63;3.63;5156.41;04.06.2025;14:10:13
3.64;3.69;5276.26;04.06.2025;14:10:14
3.70;3.68;5389.05;04.06.2025;14:10:15
3.70;3.69;5190.26;04.06.2025;14:10:16
3.70;3.75;5294.16;04.06.2025;14:10:17
3.79;3.73;5040.19;04.06.2025;14:10:18
3.75;3.72;5191.42;04.06.2025;14:10:19
3.80;3.86;5141.39;04.06.2025;14:10:20
3.80;3.81;5040.19;04.06.2025;14:10:21
3.84;3.85;5092.94;04.06.2025;14:10:22
3.87;3.91;5246.82;04.06.2025;14:10:23
3.91;3.89;5434.80;04.06.2025;14:10:24
3.96;3.95;5340.29;04.06.2025;14:10:25
3.97;3.96;5202.75;04.06.2025;14:10:26
3.96;3.97;5326.30;04.06.2025;14:10:27
3.96;4.01;5305.27;04.06.2025;14:10:28
4.05;4.00;5250.74;04.06.2025;14:10:29
4.04;4.05;5278.31;04.06.2025;14:10:30
4.04;4.09;5154.01;04.06.2025;14:10:31
4.09;4.14;5200.24;04.06.2025;14:10:32
4.16;4.17;5089.14;04.06.2025;14:10:33
4.11;4.19;5273.83;04.06.2025;14:10:34
4.14;4.11;5393.57;04.06.2025;14:10:35
4.20;4.18;5117.39;04.06.2025;14:10:36
4.20;4.22;5236.23;04.06.2025;14:10:37
4.23;4.26;5262.69;04.06.2025;14:10:38
4.26;4.25;5378.57;04.06.2025;14:10:39
4.32;4.27;5376.05;04.06.2025;14:10:40
4.35;4.30;5106.56;04.06.2025;14:10:41
4.35;4.36;5203.80;04.06.2025;14:10:42
4.36;4.34;5040.72;04.06.2025;14:10:43
4.43;4.40;5184.46;04.06.2025;14:10:44
4.45;4.45;5204.94;04.06.2025;14:10:45
4.47;4.46;5321.34;04.06.2025;14:10:46
4.49;4.50;5454.43;04.06.2025;14:10:47
4.50;4.51;5465.83;04.06.2025;14:10:48
4.56;4.55;5077.96;04.06.2025;14:10:49
4.55;4.52;5206.09;04.06.2025;14:10:50
4.56;4.57;5322.40;04.06.2025;14:10:51
4.59;4.61;5377.26;04.06.2025;14:10:52
4.65;4.70;5172.92;04.06.2025;14:10:53
4.65;4.68;5310.72;04.06.2025;14:10:54
4.72;4.67;5180.70;04.06.2025;14:10:55
4.70;4.69;5086.70;04.06.2025;14:10:56
4.68;4.73;5229.36;04.06.2025;14:10:57
4.73;4.72;5210.97;04.06.2025;14:10:58
4.75;4.72;5390.21;04.06.2025;14:10:59
4.81;4.79;5208.81;04.06.2025;14:11:00
4.80;4.80;5232.98;04.06.2025;14:11:01
4.89;4.89;5088.81;04.06.2025;14:11:02
4.85;4.88;5326.83;04.06.2025;14:11:03
4.92;4.87;5130.46;04.06.2025;14:11:04
4.92;4.98;5264.54;04.06.2025;14:11:05
4.92;4.90;5329.54;04.06.2025;14:11:06
4.97;5.00;5174.52;04.06.2025;14:11:07
4.96;5.02;5264.05;04.06.2025;14:11:08
5.05;5.03;5113.84;04.06.2025;14:11:09
5.09;5.10;5161.88;04.06.2025;14:11:10
5.05;5.09;5227.81;04.06.2025;14:11:11
5.09;5.15;5255.57;04.06.2025;14:11:12
5.14;5.14;5136.11;04.06.2025;14:11:13
5.15;5.15;5183.04;04.06.2025;14:11:14
5.18;5.18;5183.47;04.06.2025;14:11:15
5.19;5.23;5205.10;04.06.2025;14:11:16
5.20;5.23;5079.62;04.06.2025;14:11:17
5.20;5.23;5013.20;04.06.2025;14:11:18
5.28;5.24;5388.76;04.06.2025;14:11:19
5.32;5.30;5166.47;04.06.2025;14:11:20
5.31;5.33;5086.43;04.06.2025;14:11:21
5.37;5.35;5321.74;04.06.2025;14:11:22
5.32;5.37;5392.93;04.06.2025;14:11:23
5.40;5.37;5323.39;04.06.2025;14:11:24
5.44;5.48;5175.35;04.06.2025;14:11:25
5.48;5.45;5248.20;04.06.2025;14:11:26
5.43;5.47;5251.63;04.06.2025;14:11:27
5.45;5.54;5214.08;04.06.2025;14:11:28
5.48;5.57;5415.27;04.06.2025;14:11:29
5.52;5.58;5120.16;04.06.2025;14:11:30
5.53;5.58;5114.70;04.06.2025;14:11:31
5.56;5.61;5375.01;04.06.2025;14:11:32
5.62;5.65;5333.30;04.06.2025;14:11:33
5.61;5.66;5277.75;04.06.2025;14:11:34
5.64;5.70;5226.43;04.06.2025;14:11:35
5.68;5.70;5218.93;04.06.2025;14:11:36
5.67;5.70;5352.76;04.06.2025;14:11:37
5.71;5.74;5206.55;04.06.2025;14:11:38
5.79;5.76;5347.71;04.06.2025;14:11:39
5.80;5.80;5290.14;04.06.2025;14:11:40
5.77;5.81;5355.43;04.06.2025;14:11:41
5.81;5.83;5101.31;04.06.2025;14:11:42
5.88;5.90;5021.66;04.06.2025;14:11:43
5.86;5.89;5240.03;04.06.2025;14:11:44
5.92;5.99;5286.21;04.06.2025;14:11:45
5.97;5.91;5119.44;04.06.2025;14:11:46
6.00;5.96;5177.85;04.06.2025;14:11:47
6.00;5.99;5205.72;04.06.2025;14:11:48
6.08;6.02;5325.09;04.06.2025;14:11:49
6.10;6.05;5458.54;04.06.2025;14:11:50
6.08;6.12;5085.36;04.06.2025;14:11:51
6.14;6.10;5377.60;04.06.2025;14:11:52
6.11;6.12;5169.42;04.06.2025;14:11:53
6.19;6.12;5131.38;04.06.2025;14:11:54
6.15;6.19;5183.46;04.06.2025;14:11:55
6.22;6.23;5342.55;04.06.2025;14:11:56
6.28;6.22;5198.41;04.06.2025;14:11:57
6.24;6.27;5179.55;04.06.2025;14:11:58
6.23;6.27;4876.55;04.06.2025;14:11:59
6.29;6.29;5145.07;04.06.2025;14:12:00
6.36;6.30;5220.03;04.06.2025;14:12:01
6.39;6.33;5342.04;04.06.2025;14:12:02
6.33;6.36;5058.05;04.06.2025;14:12:03
6.38;6.39;5134.70;04.06.2025;14:12:04
6.41;6.37;5131.40;04.06.2025;14:12:05
6.48;6.41;5250.57;04.06.2025;14:12:06
6.47;6.47;5233.93;04.06.2025;14:12:07
6.55;6.51;5249.29;04.06.2025;14:12:08
6.49;6.50;5097.70;04.06.2025;14:12:09
6.49;6.56;5076.99;04.06.2025;14:12:10
6.52;6.56;5289.34;04.06.2025;14:12:11
6.60;6.60;5265.87;04.06.2025;14:12:12
6.57;6.63;5346.75;04.06.2025;14:12:13
6.65;6.64;5180.21;04.06.2025;14:12:14
6.67;6.69;5310.20;04.06.2025;14:12:15
6.67;6.70;5207.35;04.06.2025;14:12:16
6.72;6.74;5181.52;04.06.2025;14:12:17
6.72;6.73;5231.47;04.06.2025;14:12:18
6.82;6.75;5296.05;04.06.2025;14:12:19
6.76;6.79;5114.83;04.06.2025;14:12:20
6.78;6.84;5219.13;04.06.2025;14:12:21
6.87;6.87;5120.12;04.06.2025;14:12:22
6.87;6.90;5238.75;04.06.2025;14:12:23
6.89;6.89;5260.03;04.06.2025;14:12:24
6.94;6.93;5204.45;04.06.2025;14:12:25
6.93;6.96;5196.72;04.06.2025;14:12:26
6.99;6.97;5130.39;04.06.2025;14:12:27
7.04;6.95;5311.61;04.06.2025;14:12:28
7.08;7.06;5151.83;04.06.2025;14:12:29
7.11;7.04;5309.49;04.06.2025;14:12:30
7.06;7.05;5207.51;04.06.2025;14:12:31
7.04;7.08;5245.44;04.06.2025;14:12:32
7.13;7.13;5225.00;04.06.2025;14:12:33
7.08;7.11;5237.63;04.06.2025;14:12:34
7.16;7.17;5307.65;04.06.2025;14:12:35
7.14;7.17;5210.24;04.06.2025;14:12:36
7.26;7.19;5257.47;04.06.2025;14:12:37
7.18;7.26;5146.10;04.06.2025;14:12:38
7.22;7.27;5142.46;04.06.2025;14:12:39
7.28;7.29;5208.49;04.06.2025;14:12:40
7.34;7.27;5225.38;04.06.2025;14:12:41
7.42;7.35;5152.40;04.06.2025;14:12:42
7.37;7.37;5065.03;04.06.2025;14:12:43
7.37;7.39;5118.05;04.06.2025;14:12:44
7.48;7.43;5425.29;04.06.2025;14:12:45
7.45;7.42;5350.99;04.06.2025;14:12:46
7.42;7.47;5261.57;04.06.2025;14:12:47
7.53;7.53;5152.12;04.06.2025;14:12:48
7.53;7.52;5107.73;04.06.2025;14:12:49
7.51;7.50;4940.13;04.06.2025;14:12:50
7.57;7.58;5236.95;04.06.2025;14:12:51
7.61;7.61;5318.47;04.06.2025;14:12:52
7.56;7.65;5365.69;04.06.2025;14:12:53
7.64;7.64;5123.65;04.06.2025;14:12:54
7.63;7.69;5193.70;04.06.2025;14:12:55
7.62;7.66;5357.68;04.06.2025;14:12:56
7.78;7.71;5295.79;04.06.2025;14:12:57
7.80;7.79;5048.78;04.06.2025;14:12:58
7.78;7.77;5235.40;04.06.2025;14:12:59
7.86;7.79;5249.21;04.06.2025;14:13:00
7.83;7.80;5405.02;04.06.2025;14:13:01
7.81;7.82;5291.15;04.06.2025;14:13:02
7.89;7.89;5274.13;04.06.2025;14:13:03
7.94;7.90;5124.42;04.06.2025;14:13:04
7.95;7.91;5219.22;04.06.2025;14:13:05
7.97;7.95;5393.94;04.06.2025;14:13:06
7.91;7.98;5357.07;04.06.2025;14:13:07
7.99;8.01;5027.45;04.06.2025;14:13:08
8.02;8.02;5172.22;04.06.2025;14:13:09
8.03;8.08;5125.43;04.06.2025;14:13:10
8.03;8.10;5241.75;04.06.2025;14:13:11
8.16;8.05;5171.61;04.06.2025;14:13:12
8.07;8.08;5182.74;04.06.2025;14:13:13
8.13;8.18;5245.24;04.06.2025;14:13:14
8.25;8.16;5284.02;04.06.2025;14:13:15
8.25;8.18;5060.64;04.06.2025;14:13:16
8.19;8.23;5349.81;04.06.2025;14:13:17
8.23;8.27;5291.39;04.06.2025;14:13:18
8.33;8.28;5490.09;04.06.2025;14:13:19
8.29;8.26;5128.86;04.06.2025;14:13:20
8.37;8.35;5110.47;04.06.2025;14:13:21
8.40;8.42;5194.40;04.06.2025;14:13:22
8.32;8.40;5408.75;04.06.2025;14:13:23
8.37;8.38;5198.96;04.06.2025;14:13:24
8.37;8.49;4991.44;04.06.2025;14:13:25
8.47;8.47;5130.24;04.06.2025;14:13:26
8.44;8.46;5242.94;04.06.2025;14:13:27
8.48;8.48;5367.12;04.06.2025;14:13:28
8.48;8.55;5422.89;04.06.2025;14:13:29
8.56;8.53;5386.64;04.06.2025;14:13:30
8.60;8.54;5287.08;04.06.2025;14:13:31
8.58;8.63;5256.91;04.06.2025;14:13:32
8.54;8.59;5144.59;04.06.2025;14:13:33
8.58;8.63;5104.50;04.06.2025;14:13:34
8.65;8.71;5051.38;04.06.2025;14:13:35
8.74;8.68;5247.01;04.06.2025;14:13:36
8.65;8.71;5402.35;04.06.2025;14:13:37
8.69;8.72;5039.11;04.06.2025;14:13:38
8.71;8.74;5153.78;04.06.2025;14:13:39
8.85;8.81;5245.64;04.06.2025;14:13:40
8.88;8.81;4944.92;04.06.2025;14:13:41
8.79;8.80;5373.39;04.06.2025;14:13:42
8.80;8.92;5234.10;04.06.2025;14:13:43
8.90;8.92;5264.12;04.06.2025;14:13:44
8.88;8.87;5306.82;04.06.2025;14:13:45
9.03;8.96;5163.72;04.06.2025;14:13:46
9.06;9.00;5481.73;04.06.2025;14:13:47
9.08;9.00;5378.88;04.06.2025;14:13:48
9.03;9.06;5140.09;04.06.2025;14:13:49
9.11;9.05;5003.30;04.06.2025;14:13:50
9.03;9.09;5245.51;04.06.2025;14:13:51
9.13;9.09;5182.97;04.06.2025;14:13:52
9.11;9.14;5335.21;04.06.2025;14:13:53
9.23;9.17;5296.86;04.06.2025;14:13:54
9.16;9.15;5072.42;04.06.2025;14:13:55
9.17;9.22;5231.28;04.06.2025;14:13:56
9.29;9.25;5153.74;04.06.2025;14:13:57
9.16;9.27;5255.17;04.06.2025;14:13:58
9.28;9.29;5204.89;04.06.2025;14:13:59
9.33;9.31;5327.33;04.06.2025;14:14:00
9.39;9.35;5543.03;04.06.2025;14:14:01
9.33;9.37;5371.66;04.06.2025;14:14:02
9.33;9.36;5262.70;04.06.2025;14:14:03
9.35;9.42;5141.96;04.06.2025;14:14:04
9.42;9.45;5198.33;04.06.2025;14:14:05
9.53;9.41;5013.04;04.06.2025;14:14:06
9.56;9.48;5283.61;04.06.2025;14:14:07
9.59;9.50;5181.72;04.06.2025;14:14:08
9.45;9.51;5205.10;04.06.2025;14:14:09
9.50;9.59;5222.37;04.06.2025;14:14:10
9.49;9.56;5233.07;04.06.2025;14:14:11
9.61;9.51;5026.73;04.06.2025;14:14:12
9.71;9.61;4952.20;04.06.2025;14:14:13
9.62;9.67;5086.62;04.06.2025;14:14:14
9.73;9.69;5427.88;04.06.2025;14:14:15
9.78;9.70;5190.97;04.06.2025;14:14:16
9.80;9.76;5150.43;04.06.2025;14:14:17
9.74;9.71;5316.15;04.06.2025;14:14:18
9.76;9.78;5355.09;04.06.2025;14:14:19
9.85;9.75;5410.56;04.06.2025;14:14:20
9.78;9.84;5162.66;04.06.2025;14:14:21
9.83;9.84;5238.35;04.06.2025;14:14:22
9.88;9.87;5340.66;04.06.2025;14:14:23
9.86;9.91;5139.27;04.06.2025;14:14:24
9.93;9.92;5157.65;04.06.2025;14:14:25
9.98;9.97;5307.56;04.06.2025;14:14:26
9.92;9.97;5123.67;04.06.2025;14:14:27
10.05;9.98;5264.20;04.06.2025;14:14:28
10.10;10.02;0.00;04.06.2025;14:14:29
10.06;10.02;0.00;04.06.2025;14:14:30
9.98;10.02;0.00;04.06.2025;14:14:31
10.09;10.02;0.00;04.06.2025;14:14:32
9.91;9.99;0.00;04.06.2025;14:14:33
9.92;9.95;0.00;04.06.2025;14:14:34
9.95;10.00;0.00;04.06.2025;14:14:35
10.03;10.01;0.00;04.06.2025;14:14:36
9.97;9.98;0.00;04.06.2025;14:14:37
10.02;10.03;0.00;04.06.2025;14:14:38
10.01;10.00;0.00;04.06.2025;14:14:39
10.02;10.01;0.00;04.06.2025;14:14:40
10.01;10.02;0.00;04.06.2025;14:14:41
10.04;10.00;0.00;04.06.2025;14:14:42
10.04;10.03;0.00;04.06.2025;14:14:43
10.02;9.97;0.00;04.06.2025;14:14:44
10.01;10.00;0.00;04.06.2025;14:14:45
9.95;9.99;0.00;04.06.2025;14:14:46
10.08;10.01;0.00;04.06.2025;14:14:47
10.08;10.00;0.00;04.06.2025;14:14:48
10.10;10.00;0.00;04.06.2025;14:14:49
10.10;10.03;0.00;04.06.2025;14:14:50
9.94;10.05;0.00;04.06.2025;14:14:51
9.93;10.02;0.00;04.06.2025;14:14:52
10.08;9.97;0.00;04.06.2025;14:14:53
9.92;10.01;0.00;04.06.2025;14:14:54
9.92;10.04;0.00;04.06.2025;14:14:55
10.03;10.03;0.00;04.06.2025;14:14:56
10.02;10.01;0.00;04.06.2025;14:14:57
9.97;9.95;0.00;04.06.2025;14:14:58
10.04;9.97;0.00;04.06.2025;14:14:59
9.96;10.01;0.00;04.06.2025;14:15:00
9.96;9.95;0.00;04.06.2025;14:15:01
10.08;9.98;0.00;04.06.2025;14:15:02
9.90;9.95;0.00;04.06.2025;14:15:03
9.95;10.00;0.00;04.06.2025;14:15:04
9.96;10.01;0.00;04.06.2025;14:15:05
10.04;9.98;0.00;04.06.2025;14:15:06
9.94;10.03;0.00;04.06.2025;14:15:07
9.99;9.95;0.00;04.06.2025;14:15:08
9.98;10.01;0.00;04.06.2025;14:15:09
9.94;10.02;0.00;04.06.2025;14:15:10
9.93;9.98;0.00;04.06.2025;14:15:11
9.93;10.01;0.00;04.06.2025;14:15:12
9.92;9.98;0.00;04.06.2025;14:15:13
9.93;9.98;0.00;04.06.2025;14:15:14
9.98;10.03;0.00;04.06.2025;14:15:15
9.92;10.01;0.00;04.06.2025;14:15:16
10.08;9.97;0.00;04.06.2025;14:15:17
9.95;9.98;0.00;04.06.2025;14:15:18
10.00;10.01;0.00;04.06.2025;14:15:19
9.95;9.98;0.00;04.06.2025;14:15:20
9.92;9.98;0.00;04.06.2025;14:15:21
10.06;9.97;0.00;04.06.2025;14:15:22
9.94;10.03;0.00;04.06.2025;14:15:23
10.09;10.01;0.00;04.06.2025;14:15:24
10.09;9.99;0.00;04.06.2025;14:15:25
10.06;10.00;0.00;04.06.2025;14:15:26
9.97;10.03;0.00;04.06.2025;14:15:27
9.92;10.00;0.00;04.06.2025;14:15:28
9.85;9.86;0.00;04.06.2025;14:15:29
9.76;9.79;0.00;04.06.2025;14:15:30
9.76;9.72;0.00;04.06.2025;14:15:31
9.72;9.65;0.00;04.06.2025;14:15:32
9.56;9.56;0.00;04.06.2025;14:15:33
9.47;9.52;0.00;04.06.2025;14:15:34
9.51;9.43;0.00;04.06.2025;14:15:35
9.30;9.35;0.00;04.06.2025;14:15:36
9.20;9.24;0.00;04.06.2025;14:15:37
9.09;9.16;0.00;04.06.2025;14:15:38
9.09;9.07;0.00;04.06.2025;14:15:39
9.06;8.99;0.00;04.06.2025;14:15:40
9.00;8.94;0.00;04.06.2025;14:15:41
8.86;8.83;0.00;04.06.2025;14:15:42
8.74;8.75;0.00;04.06.2025;14:15:43
8.59;8.66;0.00;04.06.2025;14:15:44
8.55;8.57;0.00;04.06.2025;14:15:45
8.43;8.54;0.00;04.06.2025;14:15:46
8.43;8.43;0.00;04.06.2025;14:15:47
8.36;8.34;0.00;04.06.2025;14:15:48
8.26;8.26;0.00;04.06.2025;14:15:49
8.14;8.17;0.00;04.06.2025;14:15:50
8.05;8.08;0.00;04.06.2025;14:15:51
7.97;7.96;0.00;04.06.2025;14:15:52
7.96;7.93;0.00;04.06.2025;14:15:53
7.91;7.86;0.00;04.06.2025;14:15:54
7.75;7.78;0.00;04.06.2025;14:15:55
7.63;7.64;0.00;04.06.2025;14:15:56
7.57;7.59;0.00;04.06.2025;14:15:57
7.43;7.47;0.00;04.06.2025;14:15:58
7.48;7.39;0.00;04.06.2025;14:15:59
7.32;7.38;0.00;04.06.2025;14:16:00
7.26;7.26;0.00;04.06.2025;14:16:01
7.16;7.16;0.00;04.06.2025;14:16:02
7.06;7.10;0.00;04.06.2025;14:16:03
7.00;7.01;0.00;04.06.2025;14:16:04
6.87;6.88;0.00;04.06.2025;14:16:05
6.90;6.82;0.00;04.06.2025;14:16:06
6.74;6.71;0.00;04.06.2025;14:16:07
6.65;6.67;0.00;04.06.2025;14:16:08
6.54;6.60;0.00;04.06.2025;14:16:09
6.55;6.49;0.00;04.06.2025;14:16:10
6.40;6.37;0.00;04.06.2025;14:16:11
6.34;6.33;0.00;04.06.2025;14:16:12
6.25;6.26;0.00;04.06.2025;14:16:13
6.19;6.21;0.00;04.06.2025;14:16:14
6.14;6.09;0.00;04.06.2025;14:16:15
6.05;6.04;0.00;04.06.2025;14:16:16
5.96;5.93;0.00;04.06.2025;14:16:17
5.81;5.87;0.00;04.06.2025;14:16:18
5.71;5.74;0.00;04.06.2025;14:16:19
5.66;5.67;0.00;04.06.2025;14:16:20
5.54;5.57;0.00;04.06.2025;14:16:21
5.49;5.57;0.00;04.06.2025;14:16:22
5.42;5.39;0.00;04.06.2025;14:16:23
5.28;5.31;0.00;04.06.2025;14:16:24
5.22;5.26;0.00;04.06.2025;14:16:25
5.17;5.19;0.00;04.06.2025;14:16:26
5.09;5.15;0.00;04.06.2025;14:16:27
4.99;5.02;0.00;04.06.2025;14:16:28
4.96;4.92;0.00;04.06.2025;14:16:29
4.80;4.79;0.00;04.06.2025;14:16:30
4.75;4.72;0.00;04.06.2025;14:16:31
4.71;4.67;0.00;04.06.2025;14:16:32
4.54;4.61;0.00;04.06.2025;14:16:33
4.54;4.50;0.00;04.06.2025;14:16:34
4.43;4.41;0.00;04.06.2025;14:16:35
4.35;4.38;0.00;04.06.2025;14:16:36
4.28;4.24;0.00;04.06.2025;14:16:37
4.14;4.20;0.00;04.06.2025;14:16:38
4.06;4.06;0.00;04.06.2025;14:16:39
4.01;4.00;0.00;04.06.2025;14:16:40
3.88;3.93;0.00;04.06.2025;14:16:41
3.86;3.82;0.00;04.06.2025;14:16:42
3.78;3.73;0.00;04.06.2025;14:16:43
3.68;3.66;0.00;04.06.2025;14:16:44
3.56;3.55;0.00;04.06.2025;14:16:45
3.53;3.46;0.00;04.06.2025;14:16:46
3.43;3.41;0.00;04.06.2025;14:16:47
3.34;3.31;0.00;04.06.2025;14:16:48
3.27;3.28;0.00;04.06.2025;14:16:49
3.16;3.18;0.00;04.06.2025;14:16:50
3.06;3.08;0.00;04.06.2025;14:16:51
2.99;2.94;0.00;04.06.2025;14:16:52
2.92;2.96;0.00;04.06.2025;14:16:53
2.83;2.81;0.00;04.06.2025;14:16:54
2.74;2.73;0.00;04.06.2025;14:16:55
2.65;2.64;0.00;04.06.2025;14:16:56
2.59;2.59;0.00;04.06.2025;14:16:57
2.48;2.54;0.00;04.06.2025;14:16:58
2.43;2.42;0.00;04.06.2025;14:16:59
2.31;2.35;0.00;04.06.2025;14:17:00
2.26;2.27;0.00;04.06.2025;14:17:01
2.18;2.19;0.00;04.06.2025;14:17:02
2.07;2.10;0.00;04.06.2025;14:17:03
1.98;1.98;0.00;04.06.2025;14:17:04
1.90;1.92;0.00;04.06.2025;14:17:05
1.83;1.83;0.00;04.06.2025;14:17:06
1.75;1.76;0.00;04.06.2025;14:17:07
1.66;1.69;0.00;04.06.2025;14:17:08
1.58;1.59;0.00;04.06.2025;14:17:09
1.51;1.46;0.00;04.06.2025;14:17:10
1.41;1.42;0.00;04.06.2025;14:17:11
1.34;1.33;0.00;04.06.2025;14:17:12
1.25;1.24;0.00;04.06.2025;14:17:13
1.17;1.18;0.00;04.06.2025;14:17:14
1.09;1.13;0.00;04.06.2025;14:17:15
1.00;0.99;0.00;04.06.2025;14:17:16
1.00;0.92;5329.53;04.06.2025;14:17:16
1.03;1.01;5049.84;04.06.2025;14:17:17
1.06;1.04;5231.32;04.06.2025;14:17:18
